Cell ID,PseudoTime,Time,Experiment
E11989_1105,0.552776388194097,1105.0,11989
E12106_1500,0.7503751875937968,1500.0,12106
E6991_1281,0.6408204102051025,1281.0,6991
E17853_103,0.0515257628814407,103.0,17853
E5878_1969,0.984992496248124,1969.0,5878
E12285_1047,0.5237618809404703,1047.0,12285
E4254_1509,0.7548774387193596,1509.0,4254
E470_1736,0.8684342171085543,1736.0,470
E11299_1222,0.6113056528264132,1222.0,11299
E4440_1248,0.624312156078039,1248.0,4440
E12768_296,0.1480740370185092,296.0,12768
E7746_179,0.0895447723861931,179.0,7746
E9707_806,0.4032016008004002,806.0,9707
E6156_412,0.2061030515257629,412.0,6156
E13941_1887,0.9439719859929964,1887.0,13941
E637_1694,0.847423711855928,1694.0,637
E7991_984,0.4922461230615307,984.0,7991
E1672_72,0.0360180090045022,72.0,1672
E8020_93,0.0465232616308154,93.0,8020
E5219_827,0.4137068534267134,827.0,5219
E14377_1456,0.7283641820910455,1456.0,14377
E16609_1256,0.6283141570785392,1256.0,16609
E13564_656,0.3281640820410205,656.0,13564
E10263_1209,0.6048024012006002,1209.0,10263
E19861_433,0.216608304152076,433.0,19861
E11818_1483,0.7418709354677339,1483.0,11818
E14645_386,0.193096548274137,386.0,14645
E2142_1193,0.5967983991995998,1193.0,2142
E8310_100,0.0500250125062531,100.0,8310
E15692_1846,0.9234617308654328,1846.0,15692
E17341_770,0.385192596298149,770.0,17341
E9705_237,0.1185592796398199,237.0,9705
E14260_1033,0.5167583791895948,1033.0,14260
E8384_982,0.4912456228114057,982.0,8384
E2769_18,0.0090045022511255,18.0,2769
E11131_1006,0.5032516258129065,1006.0,11131
E9751_558,0.2791395697848924,558.0,9751
E5215_1738,0.8694347173586794,1738.0,5215
E6676_1422,0.7113556778389195,1422.0,6676
E2357_637,0.3186593296648324,637.0,2357
E3360_208,0.1040520260130065,208.0,3360
E16021_216,0.1080540270135067,216.0,16021
E15789_695,0.3476738369184592,695.0,15789
E7713_1376,0.688344172086043,1376.0,7713
E2401_76,0.0380190095047523,76.0,2401
E16082_436,0.2181090545272636,436.0,16082
E7114_1874,0.9374687343671836,1874.0,7114
E17861_1651,0.8259129564782391,1651.0,17861
E17364_523,0.2616308154077038,523.0,17364
E5497_1235,0.6178089044522261,1235.0,5497
E5634_543,0.2716358179089544,543.0,5634
E2285_730,0.3651825912956478,730.0,2285
E4327_1256,0.6283141570785392,1256.0,4327
E17517_1470,0.735367683841921,1470.0,17517
E17528_440,0.2201100550275137,440.0,17528
E9323_1321,0.6608304152076038,1321.0,9323
E19306_1190,0.5952976488244122,1190.0,19306
E11331_1348,0.6743371685842922,1348.0,11331
E210_1597,0.7988994497248624,1597.0,210
E6821_369,0.184592296148074,369.0,6821
E4179_1308,0.6543271635817909,1308.0,4179
E8006_1622,0.8114057028514257,1622.0,8006
E11106_527,0.263631815907954,527.0,11106
E2221_1491,0.7458729364682342,1491.0,2221
E3825_1046,0.5232616308154077,1046.0,3825
E9334_561,0.28064032016008,561.0,9334
E8848_1276,0.6383191595797899,1276.0,8848
E12469_1966,0.9834917458729364,1966.0,12469
E13211_1834,0.9174587293646824,1834.0,13211
E10079_1127,0.5637818909454727,1127.0,10079
E19193_364,0.1820910455227613,364.0,19193
E435_414,0.2071035517758879,414.0,435
E10172_1525,0.7628814407203601,1525.0,10172
E6083_173,0.0865432716358179,173.0,6083
E15644_670,0.3351675837918959,670.0,15644
E10370_1649,0.824912456228114,1649.0,10370
E7656_862,0.4312156078039019,862.0,7656
E15180_0,0.0,0.0,15180
E9438_1961,0.9809904952476238,1961.0,9438
E12403_923,0.4617308654327163,923.0,12403
E8430_1125,0.5627813906953477,1125.0,8430
E4231_368,0.1840920460230115,368.0,4231
E14385_1861,0.9309654827413708,1861.0,14385
E1140_938,0.4692346173086543,938.0,1140
E6697_1669,0.8349174587293647,1669.0,6697
E7786_1780,0.8904452226113057,1780.0,7786
E2166_830,0.4152076038019009,830.0,2166
E17541_807,0.4037018509254627,807.0,17541
E2537_767,0.3836918459229614,767.0,2537
E8987_456,0.2281140570285142,456.0,8987
E8693_273,0.136568284142071,273.0,8693
E6033_891,0.4457228614307154,891.0,6033
E8050_1646,0.8234117058529264,1646.0,8050
E18399_1583,0.791895947973987,1583.0,18399
E15124_1063,0.5317658829414708,1063.0,15124
E4648_275,0.1375687843921961,275.0,4648
E9441_924,0.4622311155577789,924.0,9441
E16370_48,0.0240120060030015,48.0,16370
E14337_1457,0.7288644322161081,1457.0,14337
E4415_1926,0.9634817408704353,1926.0,4415
E5255_1817,0.9089544772386192,1817.0,5255
E11272_323,0.1615807903951976,323.0,11272
E19911_729,0.3646823411705853,729.0,19911
E11807_127,0.0635317658829414,127.0,11807
E4082_159,0.0795397698849424,159.0,4082
E14271_1987,0.9939969984992496,1987.0,14271
E4741_385,0.1925962981490745,385.0,4741
E19652_1392,0.6963481740870435,1392.0,19652
E2881_1318,0.6593296648324162,1318.0,2881
E12650_314,0.1570785392696348,314.0,12650
E2058_1,0.0005002501250625,1.0,2058
